Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Year
1387,Tamagotchi Connection: Corner Shop,DS,Bandai,NanaOn-Sha,,1.26,0.1,0.02,1.12,0.01,31st Jan 06
1388,Wario Land II,GB,Nintendo,Nintendo R&D1,,1.48,0.7,0.35,0.39,0.04,02nd Mar 98
1389,WWF WrestleMania 2000,N64,THQ,Aki Corporation,,1.48,1.2,0.25,0.02,0.02,31st Oct 99
1390,Disney Sing It: Pop Hits,Wii,Disney Interactive Studios,Zoe Mode,6.8,1.48,1.07,0.28,,0.12,06th Oct 09
1391,007: Quantum of Solace,X360,Activision,Treyarch,6.6,1.48,0.82,0.51,0.01,0.14,04th Nov 08
1392,Major League Baseball 2K5,PS2,2K Sports,Kush Games,,1.48,0.72,0.56,,0.19,28th Feb 05
1393,Fight Night 2004,PS2,EA Sports,EA Canada,,1.48,1.08,0.2,,0.2,05th Apr 04
1394,Assassin's Creed III: Liberation,PSV,Ubisoft,Ubisoft,,1.48,0.53,0.57,0.06,0.32,30th Oct 12
1395,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Ubisoft,Ubisoft Shanghai,9.2,1.48,0.82,0.59,,0.07,23rd Mar 04
1396,Imagine: Master Chef,DS,Ubisoft,MTO,,1.47,0.39,0.91,,0.17,23rd Oct 07
1397,Super Scribblenauts,DS,Warner Bros. Interactive,5TH Cell,7.9,1.47,1.06,0.3,,0.11,12th Oct 10
1398,Disney Princess,GBA,THQ,Art,,1.47,1.04,0.37,,0.06,04th Apr 03
1399,Kirby & the Amazing Mirror,GBA,Nintendo,Flagship,7.9,1.64,0.8,0.05,0.76,0.03,18th Oct 04
1400,Mario Golf,N64,Nintendo,Camelot Software Planning,9.0,1.47,0.62,0.18,0.65,0.02,30th Jun 99
1401,Minecraft,WiiU,Mojang,4J Studios,5.5,1.47,0.5,0.49,0.38,0.09,17th Jun 16
1402,Dying Light,XOne,Warner Bros. Interactive Entertainment,Techland,,1.47,1.01,0.31,0.01,0.14,06th Feb 16
1403,Fight Night Round 3,X360,EA Sports,EA Chicago,8.6,1.47,1.33,0.03,0.01,0.1,20th Feb 06
1404,Ryse: Son of Rome,XOne,Microsoft Studios,Crytek,,1.47,0.84,0.49,0.0,0.13,22nd Nov 13
1405,The SpongeBob SquarePants Movie,GBA,THQ,WayForward,,1.46,1.02,0.38,,0.06,27th Oct 04
1406,Forza Horizon 2,XOne,Microsoft Studios,Playground Games,,1.46,0.56,0.79,0.01,0.11,30th Sep 14
1407,Midway Arcade Treasures,PS2,Midway Games,Digital Eclipse,,1.46,0.72,0.56,,0.19,18th Nov 03
1408,Triple Play 99,PS,EA Sports,Treyarch,,1.46,0.81,0.55,,0.1,28th Feb 98
1409,Super Monkey Ball,GC,Sega,Amusement Vision,9.0,1.46,0.95,0.37,0.1,0.04,17th Nov 01
1410,Wall-E,DS,THQ,Heavy Iron Studios,,1.46,0.46,0.82,0.0,0.17,24th Jun 08
1411,Donkey Kong,2600,Coleco,Nintendo,,1.46,1.36,0.08,,0.02,01st Jan 82
1412,Mortal Kombat 4,PS,Midway Games,Eurocom Entertainment Software,,1.46,0.81,0.55,,0.1,24th Jun 98
1413,The Sims 3,Wii,Electronic Arts,The Sims Studio,,1.46,0.61,0.7,,0.15,15th Nov 10
1414,WCW vs the World,PS,THQ,Aki Corp.,,1.46,1.17,0.2,0.04,0.05,28th Feb 98
1415,Mass Effect 3,PS3,Electronic Arts,BioWare,,1.46,0.65,0.58,0.03,0.2,06th Mar 12
1416,Battlefield: Bad Company,X360,Electronic Arts,EA Digital Illusions CE,8.6,1.46,0.81,0.46,0.04,0.15,23rd Jun 08
1417,Mass Effect 2,PS3,Electronic Arts,BioWare Edmonton,9.3,1.46,0.78,0.46,0.03,0.18,18th Jan 11
1418,Homefront,X360,THQ,Kaos Studios,6.7,1.46,0.83,0.48,0.02,0.12,15th Mar 11
1419,Red Dead Revolver,PS2,Rockstar Games,Rockstar San Diego,,1.45,0.71,0.55,,0.19,03rd May 04
1420,4 Nin uchi Mahjong,NES,Nintendo,Hudson Soft,,1.45,,,1.45,0.0,02nd Nov 84
1421,Dragon Ball Z,SNES,Bandai,TOSE,,1.45,,,1.45,0.0,01st Jan 99
1422,Final Fantasy XIV Online,PC,Square Enix,Square Enix,5.3,1.58,0.93,0.48,,0.16,22nd Sep 10
1423,Game de Hakken!! Tamagotchi 2,GB,Bandai,Tom Create,,1.45,,,1.44,0.01,17th Oct 97
1424,Namco Museum 64,N64,Namco,Mass Media,,1.45,1.24,0.17,0.03,0.01,31st Oct 99
1425,One Piece Pirate Warriors,PS3,Namco Bandai Games,Omega Force,,1.17,0.01,0.24,0.86,0.06,25th Sep 12
1426,Resident Evil Outbreak,PS2,Capcom,Capcom Production Studio 1,7.1,1.45,0.54,0.35,0.46,0.1,31st Mar 04
1427,Tamagotchi,GB,Bandai,Tom Create,,1.45,,,1.44,0.01,26th Jun 97
1428,Doom (2016),XOne,Bethesda Softworks,id Software,,1.45,0.76,0.57,,0.13,13th May 16
1429,Sonic & SEGA All-Stars Racing,Wii,Sega,Sumo Digital,7.9,1.45,0.61,0.69,,0.15,23rd Feb 10
1430,Sega Genesis Collection,PSP,Sega,Sega,8.3,1.45,0.53,0.58,,0.34,16th Nov 06
1431,Tony Hawk's American Wasteland (Weekly american sales),PS2,Activision,Neversoft Entertainment,,1.45,1.38,0.05,,0.02,18th Oct 05
1432,The House of the Dead 2 & 3 Return,Wii,Sega,Sega,6.5,1.45,0.77,0.5,0.03,0.15,11th Mar 08
1433,Assassin's Creed Syndicate,XOne,Ubisoft,Ubisoft Quebec,,1.44,0.71,0.61,,0.12,23rd Oct 15
1434,BioShock,PS3,2K Games,2K Boston / 2K Australia / 2K Marin,9.3,1.44,0.75,0.48,0.01,0.21,21st Oct 08
1435,SingStar Pop,PS2,Sony Computer Entertainment,SCEE London Studio,,1.44,0.04,1.08,,0.32,03rd Apr 07
1436,Kirby Super Star,SNES,Nintendo,HAL Laboratory,,1.44,0.26,0.07,1.09,0.02,20th Sep 96
1437,My Word Coach,DS,Ubisoft,Ubisoft Montreal,,1.44,0.37,0.9,,0.18,06th Nov 07
1438,Star Wars: The Force Unleashed II,X360,LucasArts,LucasArts,6.3,1.44,0.95,0.37,,0.12,26th Oct 10
1439,Sonic Rivals,PSP,Sega,Backbone Entertainment,7.0,1.44,0.73,0.43,,0.28,16th Nov 06
1440,Tiger Woods PGA Tour 2005,PS2,EA Sports,EA Redwood Shores,,1.44,1.03,0.32,,0.09,20th Sep 04
1441,Disney Princess: Magical Jewels,DS,Disney Interactive Studios,1st Playable Productions,,1.44,1.12,0.2,,0.12,16th Oct 07
1442,NCAA Football 2003,PS2,EA Sports,EA Tiburon,,1.44,1.16,0.08,,0.19,20th Jul 02
1443,Frogger 2: Swampy's Revenge,PS,Hasbro Interactive,Blitz Games,,1.43,0.8,0.54,,0.09,10th Oct 00
1444,WWE SmackDown vs Raw 2008,X360,THQ,Yuke's Media Creations,7.3,1.43,0.92,0.38,0.0,0.13,13th Nov 07
1445,Smarty Pants,Wii,Electronic Arts,EA Los Angeles,6.5,1.43,0.52,0.75,,0.16,13th Nov 07
1446,Dead Space 2,PS3,Electronic Arts,Visceral Games,9.0,1.43,0.73,0.49,,0.21,25th Jan 11
1447,Kinect Joy Ride,X360,Microsoft Game Studios,Big Park,5.6,1.43,0.92,0.39,0.0,0.12,04th Nov 10
1448,Disney's DuckTales,GB,Capcom,Capcom,,1.43,0.82,0.23,0.35,0.03,01st Nov 90
1449,The Legend of Zelda: Twilight Princess,GC,Nintendo,Nintendo EAD,9.5,1.59,1.15,0.36,0.04,0.04,11th Dec 06
1450,Classic NES Series: Super Mario Bros.,GBA,Nintendo,Nintendo,,1.43,,,1.39,0.03,02nd Jun 04
1451,Triple Play 2000,PS,EA Sports,Treyarch,,1.43,0.79,0.54,,0.09,28th Feb 99
1452,South Park: The Fractured But Whole,PS4,Ubisoft,Ubisoft San Francisco,,1.43,0.62,0.57,,0.24,17th Oct 17
1453,Hasbro Family Game Night,Wii,Electronic Arts,EA Bright Light,,1.43,0.96,0.34,,0.13,11th Nov 08
1454,SoulCalibur III,PS2,Namco,Namco,8.5,1.07,0.74,0.15,0.13,0.05,25th Oct 05
1455,Cabela's Big Game Hunter,PS2,Activision,Sand Grain Studios,,1.42,0.7,0.54,,0.18,26th Nov 02
1456,NBA Live 06 (Weekly american sales),PS2,EA Sports,EA Canada,,1.42,1.35,0.05,,0.02,26th Sep 05
1457,Middle-Earth: Shadow of Mordor,XOne,Warner Bros. Interactive Entertainment,Monolith Productions,,1.42,0.77,0.52,0.01,0.12,30th Sep 14
1458,NFL Street,PS2,EA Sports BIG,EA Tiburon,,1.42,1.15,0.08,,0.19,13th Jan 04
1459,Pokémon XD: Gale of Darkness,GC,Nintendo,Genius Sonority Inc.,6.9,1.25,0.71,0.19,0.31,0.03,28th Sep 05
1460,R.B.I. Baseball 2,NES,Tengen,Namco,,1.42,0.12,,1.3,,01st Jan 90
1461,Sonic Heroes,GC,Sega,Sonic Team,7.2,1.6,1.05,0.44,0.06,0.04,05th Jan 04
1462,Super Metroid,SNES,Nintendo,Intelligent Systems,8.0,1.42,0.57,0.12,0.71,0.02,18th Apr 94
1463,LEGO Batman 2: DC Super Heroes,Wii,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.42,0.9,0.4,,0.12,26th Jun 12
1464,Tiger Woods PGA Tour 09 All-Play,Wii,EA Sports,EA Tiburon,,1.42,0.8,0.48,,0.14,26th Aug 08
1465,Medal of Honor: Warfighter,PS3,Electronic Arts,Danger Close Games,,1.42,0.49,0.64,0.06,0.23,23rd Oct 12
1466,UFC Undisputed 2010,PS3,THQ,Yuke's Future Media Creators,8.4,1.42,0.8,0.4,0.02,0.19,25th May 10
1467,Rayman Raving Rabbids,Wii,Ubisoft,Ubisoft Montpellier,7.5,1.42,1.22,0.07,0.02,0.11,14th Nov 06
1468,Injustice: Gods Among Us,X360,Warner Bros. Interactive Entertainment,NetherRealm Studios,,1.42,0.97,0.31,,0.14,16th Apr 13
1469,Yu-Gi-Oh! The Duelists of the Roses,PS2,Konami,Konami,7.0,1.41,1.07,0.35,,,16th Feb 03
1470,LEGO Star Wars: The Video Game,GC,Eidos Interactive,Traveller's Tales,7.9,1.41,1.09,0.28,,0.04,25th Oct 05
1471,Hello Kitty Party,DS,Majesco,Barnstorm Games,,1.41,0.78,0.51,,0.13,23rd Nov 09
1472,LEGO Star Wars II: The Original Trilogy,PSP,LucasArts,Traveller's Tales,8.4,1.41,0.58,0.51,,0.32,12th Sep 06
1473,Metroid Prime 3: Corruption,Wii,Nintendo,Retro Studios,9.0,1.79,0.89,0.74,0.07,0.09,27th Aug 07
1474,The Lion King,GEN,Virgin Interactive,Westwood Studios,,1.41,0.97,0.37,0.03,0.05,08th Dec 94
1475,LEGO Indiana Jones 2: The Adventure Continues,Wii,LucasArts,Traveller's Tales,7.5,1.41,0.9,0.38,,0.13,17th Nov 09
1476,Knockout Kings 2000,PS,EA Sports,EA Sports,,1.41,1.02,0.34,,0.05,31st Oct 99
1477,Twisted Metal: Black,PS2,Sony Computer Entertainment,Incognito Inc.,8.9,1.41,1.19,0.17,,0.05,18th Jun 01
1478,NASCAR 2005: Chase for the Cup,PS2,EA Sports,EA Tiburon,,1.41,0.69,0.54,,0.18,31st Aug 04
1479,Fight Night Round 4,X360,EA Sports,EA Canada,8.7,1.4,0.95,0.33,,0.13,23rd Jun 09
1480,Spider-Man: The Movie,XB,Activision,Treyarch,7.7,1.4,1.07,0.28,,0.05,15th Apr 02
1481,Dead Space,X360,Electronic Arts,EA Redwood Shores,8.9,1.4,0.89,0.39,,0.13,13th Oct 08
1482,Need for Speed: Undercover,PS2,Electronic Arts,EA Vancouver,,1.4,0.38,0.08,0.03,0.93,17th Nov 08
1483,2Xtreme,PS,Sony Computer Entertainment,SCEA,8.3,1.4,1.15,0.2,,0.05,31st Oct 96
1484,Anno 2070,PC,Ubisoft,Blue Byte Studio,8.7,1.4,,1.14,,0.26,17th Nov 11
1485,Sonic Advance 3,GBA,THQ,Dimps Corporation / Sonic Team,,1.4,0.74,0.52,0.08,0.06,07th Jun 04
1486,Bravely Default: Flying Fairy,3DS,Nintendo,Square Enix,8.2,1.41,0.5,0.34,0.49,0.08,07th Feb 14
1487,Dragon Quest III: Soshite Densetsu e...,SNES,Enix,Heart Beat,,1.36,,,1.36,0.0,06th Dec 96
1488,Final Fantasy III,NES,Square,Square,,1.4,,,1.39,0.01,27th Apr 90
1489,Gran Turismo 4 Prologue,PS2,Sony Computer Entertainment,Polyphony Digital,,1.41,,0.47,0.77,0.17,18th May 04
1490,Pokémon Rumble Blast,3DS,Nintendo,Ambrella,5.3,1.15,0.47,0.26,0.35,0.07,24th Oct 11
1491,Resident Evil - Code: Veronica X,PS2,Capcom,Capcom,8.4,2.34,1.08,0.7,0.34,0.21,21st Aug 01
1492,Star Ocean: Till The End of Time,PS2,Square Enix,tri-Ace,7.8,1.72,0.8,0.21,0.55,0.15,31st Aug 04
1493,Colin McRae Rally 3,PS2,Codemasters,Codemasters,,1.4,0.03,1.05,0.02,0.3,22nd Apr 03
1494,Madden NFL 2002,PS,EA Sports,EA Sports,,1.39,0.78,0.53,,0.09,13th Aug 01
1495,The Sims 4,PS4,Electronic Arts,Maxis,,1.39,0.44,0.72,0.01,0.22,17th Nov 17
1496,Street Fighter V,PS4,Capcom,Capcom,,1.39,0.64,0.42,0.12,0.22,16th Feb 16
1497,Toy Story 3: The Video Game,Wii,Disney Interactive Studios,Avalanche Software,,1.39,0.63,0.62,,0.14,15th Jun 10
1498,Sonic Generations,X360,Sega,Sonic Team,7.7,1.39,0.71,0.54,0.0,0.13,01st Nov 11
1499,Ace Combat 6: Fires of Liberation,X360,Namco Bandai,Namco Bandai Games,8.1,1.01,0.69,0.04,0.22,0.07,23rd Oct 07
1500,NBA Jam,SNES,Acclaim Entertainment,Iguana Entertainment,,1.39,1.19,0.16,,0.03,01st Mar 94
1501,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Konami,Konami,,1.39,1.05,0.17,0.15,0.02,01st Feb 92
1502,Battlefield 4,PC,Electronic Arts,EA DICE,,1.39,0.44,0.85,,0.1,29th Oct 13
1503,Assassin's Creed Odyssey,XOne,Ubisoft,Ubisoft Quebec,,1.39,0.91,0.35,,0.13,05th Oct 18
1504,Hannah Montana: Spotlight World Tour,Wii,Disney Interactive Studios,Avalanche Software,,1.39,0.87,0.38,,0.13,06th Nov 07
1505,Bakugan: Battle Brawlers,DS,Activision,MTO,6.4,1.38,1.26,0.02,,0.1,20th Oct 09
1506,Far Cry 2,PS3,Ubisoft,Ubisoft Montreal,8.4,1.38,0.43,0.69,0.01,0.26,21st Oct 08
1507,True Crime: Streets of LA,XB,Activision,Luxoflux,,1.38,0.96,0.37,,0.05,03rd Nov 03
1508,Deus Ex: Human Revolution,X360,Square Enix,Eidos Montreal,8.8,1.38,0.77,0.47,0.02,0.12,23rd Aug 11
1509,The Sims 2,PSP,Electronic Arts,Maxis,6.2,1.38,0.49,0.56,,0.33,07th Dec 05
1510,Rocket League,XOne,505 Games,Psyonix Studios,8.0,1.38,0.52,0.75,,0.11,05th Jul 16
1511,Deus Ex: Human Revolution,PS3,Square Enix,Eidos Montreal,8.8,1.38,0.5,0.6,0.07,0.22,23rd Aug 11
1512,Duke Nukem: Time to Kill,PS,GT Interactive,n-Space,,1.38,0.77,0.54,,0.07,30th Sep 98
1513,The Elder Scrolls Online: Tamriel Unlimited,XOne,Bethesda Softworks,ZeniMax Online Studios,,1.38,0.86,0.39,,0.13,09th Jun 15
1514,Titanfall,X360,Electronic Arts,Respawn Entertainment,,1.38,0.88,0.35,0.02,0.13,08th Apr 14
1515,Dave Mirra Freestyle BMX 2,PS2,Acclaim Entertainment,"Z-Axis, Ltd.",,1.38,0.67,0.53,,0.18,27th Aug 01
1516,LittleBigPlanet PS Vita,PSV,Sony Computer Entertainment,Media Molecule,,1.38,0.36,0.69,0.02,0.31,25th Sep 12
1517,Titanfall 2,XOne,Electronic Arts,Respawn Entertainment,,1.37,0.88,0.37,,0.13,28th Oct 16
1518,LEGO Indiana Jones: The Original Adventures,PS2,LucasArts,Traveller's Tales,,1.37,0.6,0.01,,0.76,03rd Jun 08
1519,Call of Duty: Black Ops,Wii,Activision,Treyarch,7.5,1.37,0.8,0.46,,0.12,09th Nov 10
1520,Crysis 2,X360,Electronic Arts,Crytek,8.7,1.37,0.73,0.5,0.02,0.13,22nd Mar 11
1521,A Collection of Activision Classic Games for the Atari 2600,PS,Activision,"Livesay Technologies, Inc.",3.8,1.37,0.76,0.52,,0.09,23rd Sep 98
1522,Dead Rising 2,PS3,Capcom,Blue Castle Games,8.1,1.37,0.43,0.57,0.15,0.22,28th Sep 10
1523,Mario vs. Donkey Kong,GBA,Nintendo,Nintendo Software Technology Corporation,,1.17,0.68,0.25,0.21,0.02,24th May 04
1524,Paper Mario,N64,Nintendo,Intelligent Systems,9.1,1.38,0.58,0.18,0.59,0.02,05th Feb 01
1525,Personal Trainer: Math,DS,Nintendo,Jupiter Corporation,,1.69,0.48,1.12,,0.08,12th Jan 09
1526,Pocket Monsters Stadium,N64,Nintendo,HAL Laboratory,,1.37,,,1.37,,01st Aug 98
1527,Pokémon Mystery Dungeon: Gates to Infinity,3DS,Nintendo,Spike Chunsoft,5.9,1.31,0.44,0.32,0.47,0.07,24th Mar 13
1528,Pokémon Pinball: Ruby & Sapphire (Old all region sales),GBA,Nintendo,Jupiter Corporation,,1.56,0.68,0.38,0.44,0.05,26th Aug 03
1529,The Final Fantasy Legend,GB,Square,Square,6.0,1.1,,,1.1,0.0,01st Sep 90
1530,Star Wars Knights of the Old Republic II: The Sith Lords,XB,LucasArts,Obsidian Entertainment,,1.37,0.99,0.33,,0.05,06th Dec 04
1531,NBA 2K15,PS3,2K Sports,Visual Concepts,,1.37,0.89,0.22,0.02,0.24,07th Oct 14
1532,Ridge Racer 7,PS3,Namco Bandai,Namco Bandai,,1.37,0.24,0.7,0.16,0.26,13th Nov 06
1533,Need for Speed: The Run,X360,Electronic Arts,EA Black Box,5.5,1.37,0.63,0.57,0.0,0.16,15th Nov 11
1534,LEGO Harry Potter: Years 1-4,PS3,Warner Bros. Interactive,Traveller's Tales,7.9,1.37,0.55,0.61,,0.21,29th Jun 10
1535,GoldenEye 007,Wii,Activision,Eurocom Entertainment Software,8.0,1.36,0.76,0.6,0.0,,02nd Nov 10
1536,Tom Clancy's Ghost Recon 2,XB,Ubisoft,Red Storm Entertainment,,1.36,0.86,0.45,,0.06,16th Nov 04
1537,Crash Bandicoot 2: N-Tranced,GBA,Vivendi Games,Vicarious Visions,7.5,1.36,0.63,0.66,,0.07,07th Jan 03
1538,Wolfenstein II: The New Colossus,PS4,Bethesda Softworks,MachineGames,9.0,1.36,0.55,0.58,0.01,0.22,27th Oct 17
1539,SingStar Abba,PS2,Sony Computer Entertainment,SCEE London Studio,,1.36,0.23,0.04,,1.09,02nd Dec 08
1540,Captain Toad: Treasure Tracker,WiiU,Nintendo,Nintendo EAD Tokyo,7.7,1.41,0.64,0.46,0.2,0.11,05th Dec 14
1541,Gradius,NES,Konami,Konami,,1.36,0.27,0.08,1.0,0.01,01st Dec 86
1542,Centipede,2600,Atari,Atari,,1.36,1.26,0.08,,0.01,01st Jan 82
1543,Gardening Mama,DS,Majesco,Taito Corporation,6.6,1.36,0.79,0.42,0.01,0.13,31st Mar 09
1544,Dead to Rights,PS2,Namco,Namco,,1.36,0.67,0.52,,0.17,18th Nov 02
1545,Skylanders SWAP Force,X360,Activision,Unknown,,1.36,0.88,0.35,,0.13,13th Oct 13
1546,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Capcom,Capcom,8.2,1.36,0.81,0.28,0.11,0.15,15th Feb 11
1547,FIFA 17,PS3,Electronic Arts,EA Canada,,1.36,0.14,0.98,0.04,0.2,27th Sep 16
1548,Metroid: Other M,Wii,Nintendo,Nintendo SPD Production Group 1/Team Ninja,7.7,1.36,0.85,0.28,0.13,0.1,31st Aug 10
1549,Hasbro Family Game Night 2,Wii,Electronic Arts,EA Bright Light,6.4,1.36,0.7,0.52,,0.13,27th Oct 09
1550,WWE '13,PS3,THQ,Unknown,,1.35,0.51,0.62,,0.22,30th Oct 12
1551,Dance Dance Revolution (Japan),PS,Konami,Konami Computer Entertainment Tokyo,,1.35,,,1.26,0.09,10th Apr 99
1552,Madden NFL 98,PS,EA Sports,EA Tiburon,,1.35,1.29,0.03,,0.03,31st Jul 97
1553,Burnout Paradise,X360,Electronic Arts,Criterion,8.9,1.35,0.63,0.57,0.01,0.14,22nd Jan 08
1554,Disney Princess: Enchanted Journey,Wii,Disney Interactive Studios,Papaya Studios,,1.35,1.22,0.03,,0.1,30th Oct 07
1555,Kid Icarus: Uprising,3DS,Nintendo,Project Sora,8.0,1.28,0.48,0.36,0.37,0.07,23rd Mar 12
1556,Kirby Air Ride,GC,Nintendo,HAL Laboratory,6.4,1.62,1.01,0.11,0.45,0.04,13th Oct 03
1557,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,Capcom,Capcom,,1.32,0.31,0.04,0.96,0.01,29th Jun 04
1558,Resident Evil,GC,Capcom,Capcom,8.9,1.42,0.63,0.38,0.35,0.05,30th Apr 02
1559,FIFA Soccer 08,PSP,EA Sports,EA Canada,7.9,1.35,0.2,0.76,,0.39,08th Oct 07
1560,The Simpsons: Hit & Run,XB,VU Games,Radical Entertainment,,1.35,0.7,0.58,,0.07,16th Sep 03
1561,FIFA Soccer 09,PSP,EA Sports,EA Canada,8.1,1.35,0.23,0.73,0.02,0.37,14th Oct 08
1562,Watch Dogs 2,XOne,Ubisoft,Ubisoft,,1.35,0.71,0.53,,0.12,15th Nov 16
1563,SingStar Party,PS2,Sony Computer Entertainment,SCEE London Studio,,1.35,,1.04,,0.31,19th Nov 04
1564,FIFA Soccer 08,X360,EA Sports,EA Canada,,1.35,0.31,0.89,0.01,0.14,09th Oct 07
1565,Test Drive,PS2,Atari,Pitbull Syndicate,,1.34,0.95,0.21,0.01,0.18,27th May 02
1566,Tom Clancy's Rainbow Six: Vegas 2,PS3,Ubisoft,Ubisoft Montreal,8.2,1.34,0.66,0.45,0.04,0.2,19th Mar 08
1567,Devil May Cry 4,X360,Capcom,Capcom,8.5,1.34,0.79,0.34,0.08,0.13,05th Feb 08
1568,F1 2010,PS3,Codemasters,Codemasters Birmingham,8.0,1.34,0.25,0.75,0.08,0.26,21st Sep 10
1569,Mortal Kombat 3,GEN,Williams Entertainment,Sculptured Software,,1.34,1.03,0.27,,0.04,01st Jan 95
1570,The Legend of Zelda: Tri Force Heroes,3DS,Nintendo,GREZZO,7.4,1.24,0.61,0.34,0.19,0.09,23rd Oct 15
1571,Doom 3,XB,Activision,Vicarious Visions,,1.34,0.85,0.43,,0.06,03rd Apr 05
1572,The ICO & Shadow of the Colossus Collection,PS3,Sony Computer Entertainment,Bluepoint Games,9.0,1.34,0.67,0.36,0.13,0.18,27th Sep 11
1573,Donkey Kong Jungle Beat,GC,Nintendo,Nintendo EAD Tokyo,7.9,1.34,0.84,0.22,0.24,0.04,14th Mar 05
1574,Need for Speed Carbon,PS2,Electronic Arts,EA Black Box,7.7,1.34,1.22,0.05,0.05,0.01,31st Oct 06
1575,Battlefield: Bad Company,PS3,Electronic Arts,EA Digital Illusions CE,8.6,1.34,0.76,0.36,0.05,0.17,23rd Jun 08
1576,Command & Conquer: Red Alert 2,PC,Electronic Arts,Westwood Studios,8.9,1.34,1.32,0.02,,,21st Oct 00
1577,Max Payne 2: The Fall of Max Payne,PS2,Rockstar Games,Remedy Entertainment,6.8,1.34,0.65,0.51,,0.17,02nd Dec 03
1578,MVP Baseball 2004,PS2,Electronic Arts,EA Sports,,1.34,1.1,0.06,,0.18,09th Mar 04
1579,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,Sony Computer Entertainment,Insomniac Games,,1.33,1.27,0.05,,0.02,03rd Nov 04
1580,WWE 2K18,PS4,2K Sports,Yuke's,,1.33,0.45,0.67,,0.22,17th Oct 17
1581,Crysis 2,PS3,Electronic Arts,Crytek,8.8,1.33,0.48,0.57,0.06,0.22,22nd Mar 11
1582,Saints Row IV,PS3,Deep Silver,Volition Inc.,,1.33,0.58,0.45,0.09,0.21,20th Aug 13
1583,Alan Wake,X360,Microsoft Game Studios,Remedy Entertainment,8.3,1.33,0.66,0.5,0.05,0.12,18th May 10
1584,Spider-Man: The Movie,GBA,Activision,Digital Eclipse,7.9,1.33,0.92,0.35,0.01,0.05,16th Apr 02
1585,Ni no Kuni: Wrath of the White Witch,PS3,Namco Bandai Games,Level 5/Studio Ghibli,,1.54,0.6,0.51,0.21,0.22,22nd Jan 13
1586,Tales of Xillia,PS3,Namco Bandai Games,Namco Tales Studio,,1.25,0.29,0.2,0.67,0.1,06th Aug 13
1587,The Sims: Bustin' Out,GBA,Electronic Arts,Griptonite Games,,1.33,0.93,0.35,,0.06,02nd Dec 03
1588,Tony Hawk's Pro Skater,GB,Activision,Natsume,7.1,1.33,0.9,0.38,0.01,0.05,29th Feb 00
1589,WWF War Zone,N64,Acclaim Entertainment,Acclaim Studios Salt Lake City,,1.33,1.08,0.24,,0.02,11th Aug 98
1590,Triple Play 2001,PS,EA Sports,Treyarch,,1.33,0.74,0.5,,0.09,14th Mar 00
1591,Corvette,PS2,Global Star Software,Steel Monkeys,,1.33,0.65,0.51,,0.17,09th Mar 04
1592,Grand Theft Auto: Chinatown Wars,DS,Rockstar Games,Rockstar Leeds/North,9.5,1.33,0.58,0.56,0.05,0.14,17th Mar 09
1593,WWE SmackDown vs Raw 2008,PS3,THQ,Yuke's Media Creations,7.3,1.33,0.62,0.5,0.01,0.2,13th Nov 07
1594,Skylanders Giants,X360,Activision,Toys for Bob,,1.32,0.76,0.44,,0.12,21st Oct 12
1595,UFC Undisputed 2010,X360,THQ,Yuke's Future Media Creators,8.6,1.32,0.9,0.31,0.0,0.11,25th May 10
1596,Fallout 76,PS4,Bethesda Softworks,Bethesda Game Studios,5.1,1.32,0.52,0.49,0.1,0.2,14th Nov 18
1597,Need for Speed Underground Rivals,PSP,Electronic Arts,Team Fusion,7.6,1.32,0.69,0.38,0.02,0.24,14th Mar 05
1598,Gyromite,NES,Nintendo,Nintendo R&D1,,1.32,0.73,0.16,0.4,0.03,18th Oct 85
1599,TOCA 2 Touring Car Championship,PS,Codemasters,Codemasters,,1.32,0.03,1.16,0.02,0.11,31st Oct 99
1600,Petz Wild Animals: Dolphinz,DS,Ubisoft,Magic Pockets,,1.32,0.71,0.48,,0.13,16th Oct 07
1601,MAG: Massive Action Game,PS3,Sony Computer Entertainment,Zipper Interactive,7.4,1.32,0.77,0.3,0.09,0.16,26th Jan 10
1602,NFL 2K3,PS2,Sega,Visual Concepts,,1.32,1.06,0.08,,0.18,12th Aug 02
1603,Fighting Force,PS,Eidos Interactive,Core Design Ltd.,,1.32,0.73,0.5,,0.09,31st Oct 97
1604,Madden NFL 97,PS,EA Sports,EA Tiburon,,1.32,0.73,0.5,,0.09,31st Aug 96
1605,Rage,PS3,Bethesda Softworks,id Software,7.9,1.32,0.47,0.59,0.06,0.2,04th Oct 11
1606,The LEGO Movie Videogame,X360,Warner Bros. Interactive Entertainment,TT Fusion,,1.32,0.69,0.51,,0.11,07th Feb 14
1607,TNN Motor Sports Hardcore 4x4,PS,ASC Games,Gremlin Interactive,,1.31,0.73,0.5,,0.09,30th Nov 96
1608,FIFA 14,XOne,EA Sports,EA Canada,,1.31,0.44,0.78,,0.1,22nd Nov 13
